region,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size
oregon,4776,no,basic,master,2/5/11,unemployed,m,34074,urban,single,67,10,38,0,9,personal auto,personal l3,offer2,web,315,four-door car,medsize
nevada,2545,no,basic,bachelor,1/16/11,unemployed,f,13807,suburban,single,71,6,65,0,1,special auto,special l3,offer1,agent,340,four-door car,medsize
oregon,14435,no,extended,college,2/20/11,employed,m,70600,suburban,divorced,122,26,5,1,2,personal auto,personal l3,offer2,call center,636,suv,medsize
arizona,5332,yes,basic,doctor,2/22/11,employed,f,68931,urban,married,66,32,30,0,7,special auto,special l2,offer2,branch,309,four-door car,medsize
oregon,3861,yes,extended,college,1/6/11,employed,f,93272,urban,married,95,3,54,0,1,personal auto,personal l3,offer2,branch,281,four-door car,medsize
nevada,9048,yes,basic,high school or below,1/24/11,unemployed,m,33582,suburban,married,119,9,8,0,3,personal auto,personal l2,offer2,web,571,sports car,medsize
oregon,2520,no,basic,college,1/15/11,unemployed,m,48287,rural,married,70,18,47,0,1,corporate auto,corporate l1,offer2,agent,63,four-door car,medsize
oregon,16548,no,extended,bachelor,1/21/11,employed,f,81639,rural,single,82,33,26,0,2,special auto,special l3,offer2,call center,47,four-door car,medsize
arizona,5137,no,basic,high school or below,2/25/11,employed,m,93872,urban,married,64,23,6,0,6,personal auto,personal l3,offer4,web,206,four-door car,medsize
california,16547,no,basic,high school or below,1/7/11,employed,m,46593,rural,married,70,3,81,0,2,corporate auto,corporate l1,offer2,agent,129,two-door car,medsize
california,3211,no,extended,bachelor,2/15/11,disabled,m,16269,suburban,divorced,86,6,84,0,1,corporate auto,corporate l2,offer3,agent,412,two-door car,medsize
arizona,4351,no,premium,high school or below,2/9/11,employed,f,74163,suburban,married,108,14,63,0,1,personal auto,personal l1,offer4,agent,518,four-door car,small
arizona,8105,no,basic,high school or below,2/11/11,employed,f,38893,rural,single,103,19,40,0,9,personal auto,personal l1,offer2,agent,41,suv,small
arizona,5007,no,basic,college,1/16/11,employed,m,51523,suburban,married,62,31,0,0,3,personal auto,personal l2,offer4,agent,297,four-door car,small
washington,7765,no,extended,bachelor,1/27/11,employed,f,56337,suburban,married,97,26,25,0,3,personal auto,personal l2,offer4,web,465,four-door car,medsize
california,4679,no,extended,high school or below,2/10/11,disabled,f,21720,suburban,single,128,5,7,0,1,corporate auto,corporate l1,offer4,branch,837,suv,medsize
california,2397,yes,basic,high school or below,1/29/11,retired,f,22283,suburban,divorced,65,16,93,0,1,personal auto,personal l1,offer1,branch,572,four-door car,medsize
california,2692,no,basic,high school or below,1/8/11,employed,m,92593,rural,single,68,4,53,0,1,corporate auto,corporate l3,offer1,agent,8,four-door car,medsize
oregon,4642,no,basic,college,2/11/11,unemployed,m,21103,suburban,single,64,10,15,0,5,personal auto,personal l3,offer1,web,770,two-door car,small
arizona,3097,no,extended,bachelor,2/14/11,unemployed,f,11609,suburban,single,89,16,59,0,1,personal auto,personal l2,offer3,web,427,four-door car,medsize
oregon,4556,no,basic,high school or below,2/1/11,unemployed,m,93248,suburban,single,73,24,40,2,9,personal auto,personal l2,offer1,agent,525,four-door car,medsize
washington,21639,no,basic,high school or below,2/21/11,employed,m,64455,rural,married,108,5,43,0,2,personal auto,personal l3,offer2,agent,133,suv,medsize
california,15120,no,extended,bachelor,2/16/11,employed,f,20656,suburban,single,130,15,5,0,2,corporate auto,corporate l2,offer1,web,706,suv,medsize
nevada,8512,no,premium,college,2/19/11,employed,m,61725,suburban,divorced,106,7,70,0,6,personal auto,personal l3,offer2,call center,508,four-door car,large
oregon,3940,no,basic,high school or below,2/3/11,employed,m,92539,rural,single,100,1,55,0,1,corporate auto,corporate l3,offer2,branch,25,suv,medsize
california,8652,no,premium,bachelor,2/1/11,employed,m,65605,urban,married,111,2,72,2,7,corporate auto,corporate l2,offer3,branch,377,two-door car,medsize
california,5479,no,basic,high school or below,1/28/11,employed,m,38210,suburban,married,69,25,41,0,3,personal auto,personal l2,offer2,agent,383,four-door car,medsize
oregon,8608,no,basic,high school or below,2/4/11,employed,f,21450,suburban,divorced,110,8,80,2,3,personal auto,personal l1,offer1,call center,528,sports car,small
california,5074,no,basic,high school or below,2/27/11,employed,f,66933,urban,married,63,8,0,0,6,personal auto,personal l1,offer1,agent,160,four-door car,medsize
arizona,11537,no,extended,high school or below,1/21/11,unemployed,m,41943,suburban,single,86,12,89,1,2,corporate auto,corporate l1,offer1,agent,619,two-door car,medsize
arizona,3705,no,extended,high school or below,2/3/11,employed,m,84493,suburban,married,92,29,19,0,1,personal auto,personal l3,offer4,agent,441,four-door car,small
nevada,9942,no,extended,bachelor,1/19/11,employed,m,67890,suburban,single,85,23,57,0,2,personal auto,personal l2,offer4,agent,408,four-door car,large
arizona,7956,no,basic,bachelor,1/27/11,medical leave,f,22699,suburban,married,74,11,76,4,2,personal auto,personal l3,offer1,call center,355,four-door car,medsize
arizona,6451,no,extended,bachelor,1/13/11,employed,f,30857,urban,married,81,17,14,0,7,personal auto,personal l3,offer3,web,309,two-door car,large
nevada,6715,no,extended,high school or below,2/25/11,retired,m,21835,suburban,married,90,6,78,0,7,corporate auto,corporate l2,offer1,agent,432,two-door car,medsize
oregon,3071,no,extended,high school or below,2/22/11,employed,f,47528,urban,married,77,10,73,1,1,personal auto,personal l3,offer2,agent,277,four-door car,medsize
oregon,2725,yes,basic,master,1/3/11,employed,f,36650,rural,married,69,1,70,0,1,personal auto,personal l2,offer2,web,56,four-door car,large
oregon,6753,no,extended,college,2/27/11,employed,f,44213,rural,single,85,15,58,0,3,personal auto,personal l3,offer1,branch,77,four-door car,medsize
california,8178,yes,basic,college,1/28/11,employed,f,29057,suburban,married,102,22,24,0,3,corporate auto,corporate l3,offer2,agent,489,suv,medsize
nevada,3871,no,basic,bachelor,2/27/11,unemployed,f,48477,suburban,single,110,8,76,0,1,corporate auto,corporate l2,offer1,agent,528,suv,small
california,6297,no,basic,bachelor,1/13/11,unemployed,m,91510,suburban,single,189,4,51,0,1,personal auto,personal l3,offer1,agent,1823,luxury car,medsize
oregon,3707,no,premium,college,2/24/11,medical leave,f,16476,urban,divorced,101,29,25,0,1,personal auto,personal l3,offer1,web,313,four-door car,medsize
oregon,5181,yes,basic,master,2/3/11,employed,f,97131,suburban,married,64,5,80,0,6,personal auto,personal l2,offer2,agent,307,four-door car,small
california,10623,no,extended,bachelor,1/23/11,unemployed,m,27796,suburban,married,96,11,16,0,2,personal auto,personal l3,offer2,agent,460,four-door car,small
california,16973,no,premium,high school or below,2/7/11,employed,m,69497,rural,married,142,30,31,0,2,personal auto,personal l3,offer4,agent,92,suv,medsize
washington,4458,yes,basic,bachelor,1/2/11,retired,m,17622,suburban,divorced,65,1,36,1,3,personal auto,personal l2,offer1,agent,312,four-door car,medsize
california,17253,no,extended,high school or below,2/19/11,unemployed,m,14074,suburban,single,124,29,85,0,2,personal auto,personal l1,offer3,web,928,sports car,medsize
california,8036,no,basic,high school or below,2/1/11,unemployed,f,66525,suburban,single,112,7,42,0,9,personal auto,personal l1,offer1,branch,806,sports car,medsize
oregon,4376,yes,premium,bachelor,2/28/11,employed,f,63774,rural,divorced,111,16,63,0,1,personal auto,personal l3,offer2,agent,60,four-door car,medsize
arizona,5365,no,basic,college,2/22/11,employed,f,62808,urban,married,66,33,37,0,4,special auto,special l2,offer3,branch,211,two-door car,medsize
california,4347,no,basic,college,1/1/11,employed,f,38223,suburban,married,112,27,18,2,1,personal auto,personal l3,offer3,branch,537,suv,medsize
california,29706,no,extended,bachelor,1/26/11,unemployed,m,14244,suburban,single,128,15,37,0,2,personal auto,personal l2,offer1,agent,1345,suv,medsize
arizona,5608,no,basic,high school or below,2/17/11,employed,m,81914,urban,married,70,6,33,0,6,corporate auto,corporate l2,offer4,branch,198,four-door car,medsize
california,5008,no,basic,bachelor,1/16/11,unemployed,m,76287,suburban,single,73,4,0,0,8,corporate auto,corporate l3,offer1,call center,350,two-door car,medsize
oregon,14616,no,extended,master,1/5/11,employed,m,25358,suburban,single,126,1,13,0,2,personal auto,personal l1,offer4,branch,750,four-door car,small
oregon,8196,no,basic,bachelor,2/28/11,disabled,f,21706,suburban,divorced,108,19,28,0,3,personal auto,personal l3,offer1,agent,518,suv,medsize
california,5830,no,extended,college,1/13/11,unemployed,f,42019,suburban,married,77,11,36,0,6,corporate auto,corporate l1,offer1,agent,783,four-door car,medsize
oregon,28393,no,extended,bachelor,2/9/11,employed,f,38772,urban,married,90,8,87,0,2,personal auto,personal l1,offer1,branch,321,four-door car,medsize
oregon,7188,no,basic,bachelor,1/27/11,unemployed,f,12356,urban,married,66,15,24,0,2,personal auto,personal l3,offer2,web,278,four-door car,medsize
california,8609,yes,basic,bachelor,1/14/11,employed,f,79090,urban,married,107,2,74,0,3,personal auto,personal l3,offer2,branch,289,suv,medsize
oregon,3545,no,basic,bachelor,2/2/11,unemployed,m,86828,suburban,single,116,23,14,3,1,corporate auto,corporate l2,offer2,call center,835,suv,medsize
california,6314,no,extended,master,2/27/11,employed,f,66947,suburban,married,78,13,12,0,6,personal auto,personal l1,offer3,agent,374,four-door car,small
washington,8875,no,premium,doctor,2/5/11,employed,f,69205,urban,married,110,20,56,0,6,personal auto,personal l3,offer2,web,372,four-door car,medsize
california,3054,no,extended,bachelor,2/25/11,unemployed,m,96386,suburban,single,88,29,19,0,1,personal auto,personal l1,offer2,agent,422,four-door car,small
oregon,3744,no,basic,high school or below,1/1/11,unemployed,f,58191,suburban,single,101,3,32,0,1,personal auto,personal l3,offer1,agent,727,suv,small
california,3013,no,extended,bachelor,2/20/11,disabled,m,21353,suburban,divorced,80,28,21,0,1,personal auto,personal l3,offer3,agent,576,four-door car,medsize
arizona,11631,no,premium,college,1/6/11,unemployed,f,82010,suburban,married,152,8,94,0,7,personal auto,personal l3,offer1,branch,1082,suv,medsize
oregon,9618,no,basic,high school or below,1/11/11,employed,f,80536,rural,married,119,5,83,0,3,special auto,special l2,offer1,branch,53,sports car,medsize
california,11814,no,basic,high school or below,2/21/11,employed,f,41004,suburban,married,102,15,26,3,2,personal auto,personal l3,offer1,call center,489,sports car,large
california,2966,no,extended,college,2/19/11,unemployed,m,69457,suburban,married,81,14,75,0,1,personal auto,personal l2,offer1,branch,388,two-door car,medsize
california,12101,no,basic,bachelor,2/4/11,unemployed,f,73001,suburban,single,112,28,30,0,2,personal auto,personal l2,offer2,agent,1252,sports car,large
california,3289,no,extended,bachelor,2/26/11,employed,f,21947,urban,married,83,17,66,0,1,personal auto,personal l1,offer3,branch,366,four-door car,medsize
washington,13869,yes,basic,college,1/21/11,employed,m,28432,suburban,married,118,1,59,0,2,corporate auto,corporate l3,offer2,branch,612,suv,small
oregon,6743,no,basic,master,1/11/11,unemployed,f,82868,suburban,single,61,2,76,0,2,corporate auto,corporate l3,offer2,agent,292,two-door car,small
arizona,7679,no,basic,high school or below,2/23/11,disabled,m,12677,suburban,married,101,21,18,0,9,personal auto,personal l3,offer1,call center,500,suv,medsize
nevada,8444,no,basic,bachelor,2/7/11,employed,f,76352,urban,single,109,17,9,2,4,personal auto,personal l2,offer1,agent,501,suv,small
oregon,8432,no,basic,college,2/26/11,disabled,m,21052,urban,married,111,12,55,0,5,corporate auto,corporate l3,offer2,call center,453,suv,medsize
california,3409,no,extended,bachelor,1/31/11,employed,f,85023,suburban,married,85,4,69,0,1,personal auto,personal l1,offer2,agent,408,four-door car,medsize
washington,6186,no,extended,bachelor,2/18/11,employed,m,37138,suburban,single,83,12,1,2,9,personal auto,personal l3,offer1,call center,417,two-door car,medsize
oregon,5333,no,basic,high school or below,2/10/11,employed,m,55674,rural,married,66,5,95,0,3,personal auto,personal l3,offer1,branch,81,four-door car,medsize
arizona,7218,no,basic,doctor,1/10/11,employed,f,32312,urban,married,61,29,31,3,2,personal auto,personal l2,offer3,call center,276,two-door car,medsize
washington,3021,no,extended,bachelor,2/6/11,unemployed,f,41886,suburban,single,84,26,37,0,1,personal auto,personal l1,offer1,branch,700,two-door car,medsize
nevada,20534,no,extended,high school or below,1/29/11,unemployed,m,23376,suburban,single,93,24,25,0,2,special auto,special l3,offer3,agent,669,four-door car,small
california,9628,no,extended,bachelor,1/6/11,employed,f,71269,urban,married,80,28,85,0,2,personal auto,personal l2,offer1,branch,350,four-door car,medsize
california,4868,no,extended,high school or below,2/20/11,employed,f,31447,suburban,married,121,12,16,0,1,personal auto,personal l3,offer1,web,580,suv,large
california,6273,yes,extended,college,2/16/11,retired,f,18577,suburban,divorced,86,21,76,0,6,corporate auto,corporate l2,offer1,branch,412,four-door car,medsize
oregon,3339,no,extended,bachelor,1/15/11,unemployed,m,77265,suburban,single,94,20,53,0,1,personal auto,personal l3,offer1,agent,863,two-door car,small
arizona,14567,no,premium,bachelor,1/12/11,unemployed,m,85423,suburban,single,148,8,18,0,2,personal auto,personal l2,offer1,agent,710,suv,medsize
california,9429,no,extended,college,2/27/11,employed,f,75638,rural,divorced,83,6,52,4,2,personal auto,personal l3,offer4,agent,108,four-door car,medsize
arizona,8237,no,basic,master,2/28/11,employed,m,48866,suburban,married,103,5,76,0,3,personal auto,personal l1,offer3,web,494,sports car,medsize
arizona,2867,yes,extended,bachelor,1/3/11,retired,f,23376,suburban,divorced,78,19,18,0,1,personal auto,personal l3,offer2,call center,374,four-door car,medsize
arizona,6446,no,extended,bachelor,1/1/11,employed,f,43478,suburban,married,80,27,79,0,9,personal auto,personal l1,offer1,branch,384,four-door car,medsize
oregon,31920,no,basic,college,1/28/11,employed,f,58542,rural,married,114,29,82,0,2,personal auto,personal l3,offer2,branch,129,suv,medsize
oregon,5032,no,basic,bachelor,1/10/11,employed,m,30735,suburban,married,63,4,43,0,7,personal auto,personal l3,offer1,agent,307,two-door car,small
oregon,2229,yes,basic,high school or below,2/26/11,unemployed,m,39172,suburban,married,61,27,57,0,1,personal auto,personal l3,offer2,call center,292,four-door car,medsize
oregon,7263,no,basic,high school or below,2/22/11,employed,f,86732,rural,married,180,0,95,0,1,personal auto,personal l1,offer1,call center,204,luxury suv,medsize
oregon,26346,no,extended,high school or below,1/20/11,employed,m,48268,suburban,divorced,223,28,26,0,2,personal auto,personal l2,offer1,web,1605,four-door car,small
california,7035,no,extended,doctor,1/22/11,employed,m,77235,urban,married,87,2,68,0,5,personal auto,personal l3,offer2,branch,310,two-door car,medsize
california,5893,no,basic,bachelor,1/22/11,employed,f,86498,rural,married,74,13,13,1,5,personal auto,personal l2,offer3,agent,8,two-door car,medsize
california,2480,no,basic,high school or below,1/3/11,unemployed,f,98290,suburban,married,65,1,60,0,1,personal auto,personal l1,offer1,web,328,four-door car,medsize
oregon,10213,no,extended,college,1/9/11,employed,f,39719,suburban,divorced,131,1,57,0,3,personal auto,personal l3,offer1,agent,628,sports car,medsize
oregon,10208,yes,extended,college,2/14/11,employed,f,35482,suburban,married,129,21,59,0,3,personal auto,personal l1,offer1,branch,619,four-door car,medsize
oregon,4763,no,basic,college,2/28/11,disabled,m,14957,suburban,single,66,24,68,0,8,corporate auto,corporate l3,offer1,branch,316,four-door car,small
california,8099,no,basic,bachelor,2/7/11,unemployed,f,64519,urban,divorced,112,19,42,0,6,personal auto,personal l3,offer1,branch,438,suv,medsize
california,7996,no,extended,bachelor,2/28/11,employed,f,70061,suburban,married,99,2,57,0,3,corporate auto,corporate l2,offer3,agent,699,four-door car,small
oregon,21850,no,extended,college,2/17/11,employed,f,51056,rural,married,78,27,86,0,2,personal auto,personal l1,offer3,branch,95,four-door car,large
washington,2875,no,basic,bachelor,2/2/11,employed,m,84768,rural,married,72,6,31,0,1,personal auto,personal l3,offer4,agent,110,two-door car,medsize
arizona,2374,no,basic,high school or below,2/6/11,employed,m,48911,suburban,single,61,15,6,0,1,personal auto,personal l2,offer3,call center,292,two-door car,large
washington,5553,no,extended,college,1/9/11,unemployed,f,48797,suburban,single,92,12,64,0,9,personal auto,personal l3,offer1,branch,662,four-door car,medsize
california,3508,yes,extended,college,1/5/11,medical leave,m,20978,suburban,married,98,19,96,1,1,personal auto,personal l1,offer2,branch,1176,four-door car,small
oregon,6371,no,extended,college,1/4/11,employed,m,23797,suburban,married,81,10,57,0,3,personal auto,personal l2,offer2,web,388,four-door car,medsize
arizona,6568,no,extended,high school or below,1/30/11,disabled,f,25876,suburban,married,83,29,46,0,3,personal auto,personal l3,offer1,branch,398,two-door car,medsize
arizona,10963,yes,premium,high school or below,2/8/11,employed,m,55687,suburban,divorced,276,1,91,1,1,personal auto,personal l2,offer1,agent,1324,luxury suv,medsize
oregon,4314,no,basic,high school or below,2/10/11,unemployed,f,23187,suburban,single,64,16,42,1,5,personal auto,personal l3,offer1,call center,460,four-door car,small
california,2619,yes,basic,bachelor,2/5/11,employed,m,78618,urban,divorced,66,7,56,0,1,personal auto,personal l3,offer1,agent,225,two-door car,medsize
arizona,3652,no,extended,doctor,1/30/11,unemployed,f,66388,suburban,married,95,22,80,0,1,personal auto,personal l3,offer4,agent,456,four-door car,medsize
oregon,17732,no,basic,bachelor,2/14/11,employed,f,42191,rural,married,74,2,43,1,2,special auto,special l2,offer1,call center,68,two-door car,medsize
california,9657,yes,extended,high school or below,1/31/11,unemployed,m,59764,suburban,married,131,34,61,0,9,personal auto,personal l2,offer1,agent,628,suv,medsize
arizona,2308,no,basic,college,2/23/11,unemployed,m,23340,suburban,single,68,9,34,0,1,corporate auto,corporate l3,offer2,web,489,four-door car,medsize
california,2776,no,basic,doctor,1/8/11,employed,f,30893,rural,divorced,70,25,13,0,1,corporate auto,corporate l2,offer3,branch,85,four-door car,medsize
arizona,20090,no,basic,college,1/11/11,unemployed,f,31719,urban,single,66,16,19,1,2,corporate auto,corporate l3,offer1,agent,252,four-door car,medsize
washington,2829,no,basic,high school or below,2/19/11,employed,f,25317,rural,married,71,15,97,0,1,personal auto,personal l2,offer4,branch,50,two-door car,medsize
arizona,2359,yes,basic,bachelor,1/11/11,disabled,f,19864,suburban,divorced,63,22,96,0,1,corporate auto,corporate l3,offer1,web,352,four-door car,medsize
california,36860,no,extended,bachelor,2/1/11,medical leave,m,22854,suburban,married,122,28,53,0,2,special auto,special l2,offer1,branch,878,sports car,small
arizona,3644,yes,extended,high school or below,1/15/11,employed,f,82477,suburban,married,90,1,69,0,1,personal auto,personal l1,offer2,agent,432,two-door car,large
california,5044,no,basic,bachelor,1/24/11,employed,m,59292,urban,married,64,14,92,0,4,corporate auto,corporate l3,offer2,call center,218,four-door car,medsize
arizona,2775,no,basic,college,1/22/11,disabled,f,29051,rural,married,73,31,79,0,1,personal auto,personal l3,offer1,agent,153,two-door car,medsize
oregon,22093,no,premium,high school or below,1/12/11,employed,f,24193,urban,married,185,26,79,0,2,personal auto,personal l3,offer1,branch,785,sports car,medsize
california,4652,no,basic,college,1/5/11,unemployed,f,31007,rural,married,63,14,23,0,7,personal auto,personal l3,offer1,agent,151,four-door car,large
nevada,8646,yes,basic,high school or below,1/2/11,employed,f,64125,urban,married,108,3,44,0,3,personal auto,personal l1,offer2,branch,369,suv,large
oregon,7708,no,extended,college,1/5/11,employed,f,71134,rural,married,98,21,95,3,8,personal auto,personal l3,offer1,web,196,two-door car,medsize
arizona,2702,no,basic,high school or below,2/3/11,employed,f,46370,suburban,married,68,28,86,1,1,personal auto,personal l1,offer2,web,326,two-door car,medsize
arizona,40224,no,basic,master,2/7/11,employed,m,48587,suburban,married,111,7,14,0,2,personal auto,personal l2,offer1,branch,532,suv,medsize
arizona,2833,no,basic,high school or below,2/21/11,employed,m,45360,suburban,divorced,73,16,71,0,1,corporate auto,corporate l1,offer2,branch,350,four-door car,medsize
california,4726,yes,extended,bachelor,1/10/11,medical leave,f,13037,suburban,married,124,28,49,0,1,personal auto,personal l2,offer2,agent,839,suv,small
arizona,6102,no,premium,bachelor,2/18/11,employed,f,42800,suburban,married,153,4,11,1,1,personal auto,personal l3,offer1,call center,734,sports car,medsize
nevada,5395,no,extended,bachelor,2/21/11,employed,m,44047,suburban,married,137,12,38,0,1,corporate auto,corporate l3,offer2,branch,969,sports car,medsize
oregon,7399,no,basic,college,1/1/11,unemployed,f,22715,urban,married,101,28,34,0,6,personal auto,personal l2,offer1,web,337,suv,medsize
arizona,8177,no,basic,college,2/12/11,employed,f,54695,suburban,married,103,6,94,0,5,personal auto,personal l3,offer1,branch,494,suv,medsize
california,2749,no,basic,high school or below,1/22/11,employed,f,71445,suburban,single,70,6,95,2,1,personal auto,personal l3,offer1,branch,336,four-door car,medsize
arizona,8042,no,basic,doctor,1/5/11,employed,m,55411,urban,married,100,24,53,0,4,personal auto,personal l2,offer2,web,259,sports car,medsize
oregon,5785,no,basic,college,1/24/11,employed,m,31320,urban,married,72,30,95,0,5,personal auto,personal l3,offer1,branch,293,four-door car,medsize
arizona,4531,no,extended,bachelor,2/4/11,unemployed,f,57202,suburban,single,126,19,39,0,1,corporate auto,corporate l3,offer4,call center,907,suv,medsize
arizona,5062,no,basic,college,1/21/11,unemployed,f,47972,suburban,single,72,22,58,0,5,personal auto,personal l3,offer3,call center,345,two-door car,large
california,8845,no,basic,bachelor,2/14/11,employed,m,45600,suburban,married,113,6,96,0,3,personal auto,personal l2,offer1,agent,617,suv,medsize
california,15182,no,basic,bachelor,2/10/11,employed,f,53863,rural,married,63,12,30,0,2,personal auto,personal l2,offer1,web,105,four-door car,large
oregon,7851,no,basic,bachelor,2/2/11,employed,f,32225,suburban,married,66,23,90,0,2,personal auto,personal l1,offer3,agent,316,four-door car,medsize
washington,5408,no,basic,doctor,1/25/11,employed,m,80192,rural,married,67,22,24,0,7,personal auto,personal l3,offer2,agent,95,four-door car,medsize
california,21240,no,basic,college,1/7/11,unemployed,f,63617,suburban,single,190,7,45,0,2,personal auto,personal l2,offer2,agent,1368,luxury suv,medsize
california,2499,no,basic,master,1/27/11,employed,f,28264,suburban,divorced,63,22,9,0,1,corporate auto,corporate l3,offer2,agent,364,two-door car,small
california,2292,no,basic,bachelor,2/6/11,unemployed,f,75766,suburban,single,64,18,30,0,1,personal auto,personal l3,offer1,branch,460,two-door car,medsize
california,6843,no,basic,bachelor,1/23/11,unemployed,m,36766,suburban,single,66,18,21,0,2,corporate auto,corporate l2,offer2,web,478,two-door car,medsize
arizona,2630,no,extended,high school or below,2/23/11,unemployed,f,80718,suburban,single,78,14,23,1,1,corporate auto,corporate l3,offer3,call center,374,four-door car,medsize
california,7928,no,basic,college,1/30/11,unemployed,f,76753,suburban,married,72,7,75,0,2,corporate auto,corporate l3,offer1,call center,345,four-door car,medsize
nevada,3982,no,basic,bachelor,1/5/11,unemployed,m,36542,suburban,divorced,113,14,77,0,1,personal auto,personal l3,offer3,branch,542,suv,medsize
california,5551,no,extended,college,2/22/11,employed,m,36918,suburban,divorced,76,28,77,3,3,personal auto,personal l1,offer1,branch,364,two-door car,medsize
oregon,15512,no,extended,college,2/19/11,employed,m,39794,suburban,single,133,0,7,0,2,corporate auto,corporate l2,offer1,agent,638,suv,small
washington,2472,no,basic,high school or below,1/27/11,employed,f,62006,suburban,married,61,31,96,0,1,personal auto,personal l2,offer4,agent,292,four-door car,large
arizona,5797,no,basic,bachelor,2/22/11,employed,f,69276,urban,married,74,14,22,2,8,personal auto,personal l3,offer4,web,201,two-door car,medsize
arizona,10934,no,extended,bachelor,2/13/11,employed,m,47170,suburban,married,139,4,57,0,3,corporate auto,corporate l3,offer3,agent,667,sports car,medsize
arizona,8084,no,basic,bachelor,1/25/11,employed,f,60662,suburban,divorced,68,10,38,0,2,special auto,special l1,offer2,web,326,two-door car,medsize
california,2993,no,extended,high school or below,2/21/11,employed,m,23277,suburban,married,77,14,68,2,1,corporate auto,corporate l1,offer1,branch,369,four-door car,medsize
oregon,5701,no,basic,bachelor,1/16/11,employed,f,41154,suburban,married,72,6,7,1,8,personal auto,personal l2,offer2,agent,345,four-door car,small
arizona,2409,no,basic,bachelor,2/28/11,employed,m,59665,urban,single,62,33,3,1,1,personal auto,personal l3,offer1,agent,167,two-door car,medsize
nevada,25805,no,extended,high school or below,2/6/11,employed,m,22711,suburban,married,82,8,74,0,2,personal auto,personal l2,offer2,branch,393,two-door car,medsize
oregon,38445,no,extended,college,1/29/11,employed,m,27398,suburban,married,125,4,71,1,2,personal auto,personal l1,offer4,call center,600,two-door car,medsize
nevada,8072,no,basic,bachelor,1/15/11,employed,m,30584,rural,married,68,10,37,0,2,personal auto,personal l2,offer3,branch,51,two-door car,medsize
oregon,2899,no,basic,high school or below,1/2/11,employed,f,33738,urban,divorced,74,6,50,1,1,corporate auto,corporate l1,offer2,agent,304,four-door car,medsize
california,2877,no,basic,high school or below,1/30/11,employed,m,32807,suburban,married,73,10,10,0,1,personal auto,personal l2,offer2,call center,350,four-door car,medsize
california,8010,no,basic,bachelor,1/27/11,employed,m,52009,urban,married,68,20,29,0,2,personal auto,personal l3,offer1,agent,250,four-door car,medsize
washington,2678,no,basic,doctor,1/20/11,employed,f,72450,rural,married,66,21,58,0,1,corporate auto,corporate l3,offer4,branch,84,four-door car,medsize
california,3329,no,extended,bachelor,2/17/11,employed,m,75556,suburban,married,84,24,78,0,1,corporate auto,corporate l3,offer2,agent,498,four-door car,small
california,6782,no,extended,high school or below,2/22/11,employed,m,26116,suburban,married,85,6,58,0,3,personal auto,personal l3,offer4,agent,612,four-door car,medsize
oregon,5175,no,basic,master,1/28/11,unemployed,m,61403,suburban,married,71,0,26,0,9,personal auto,personal l3,offer1,agent,340,four-door car,small
california,7690,no,basic,bachelor,1/12/11,employed,f,55843,suburban,married,64,3,80,0,2,corporate auto,corporate l3,offer1,call center,307,two-door car,medsize
arizona,5113,no,extended,college,1/23/11,employed,m,94415,urban,married,127,6,53,1,1,personal auto,personal l1,offer1,branch,492,sports car,medsize
california,2570,no,basic,master,1/1/11,unemployed,m,93384,suburban,married,72,0,93,3,1,personal auto,personal l3,offer4,call center,345,two-door car,small
arizona,4059,no,premium,master,2/28/11,disabled,f,11621,suburban,divorced,108,4,98,0,1,personal auto,personal l1,offer1,agent,518,four-door car,medsize
oregon,4692,no,basic,college,1/3/11,unemployed,m,90349,suburban,single,69,31,89,0,5,personal auto,personal l2,offer1,agent,506,four-door car,large
arizona,4591,no,basic,high school or below,1/1/11,employed,f,83297,suburban,married,113,0,28,0,1,personal auto,personal l2,offer2,call center,542,suv,medsize
oregon,3703,no,extended,bachelor,2/5/11,employed,m,21975,suburban,divorced,95,28,63,0,1,corporate auto,corporate l1,offer4,agent,456,four-door car,large
arizona,5639,yes,basic,high school or below,1/10/11,employed,m,73168,suburban,married,70,21,50,0,3,corporate auto,corporate l2,offer2,agent,425,four-door car,medsize
arizona,5363,no,basic,high school or below,2/14/11,employed,m,64324,suburban,married,67,7,67,0,3,personal auto,personal l2,offer3,branch,321,four-door car,small
california,7704,no,extended,college,2/9/11,employed,m,49088,suburban,married,97,4,46,0,3,corporate auto,corporate l3,offer4,branch,698,four-door car,small
california,6375,no,extended,high school or below,2/7/11,employed,m,98118,suburban,single,83,28,68,3,3,personal auto,personal l3,offer2,branch,398,four-door car,small
oregon,4254,yes,basic,high school or below,2/3/11,disabled,f,11904,suburban,single,61,34,11,2,3,personal auto,personal l1,offer1,web,292,two-door car,small
oregon,10010,no,extended,high school or below,1/29/11,employed,m,66371,rural,married,125,2,75,0,5,personal auto,personal l3,offer2,agent,43,suv,medsize
washington,5107,no,basic,bachelor,1/26/11,employed,f,35625,urban,married,65,10,56,1,3,special auto,special l1,offer2,agent,288,four-door car,medsize
arizona,2590,no,basic,high school or below,1/3/11,employed,m,22398,suburban,married,67,23,76,2,1,personal auto,personal l1,offer1,agent,321,suv,medsize
